Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact,Root_Cause_Clean,Customer_Impact_Clean,Business_Unit,Process
TKT-011061,1,8,5,Germany,Medium,2025-06-30,16.2,72,False,Closed,Process Gap,40,Medium,False,,Process Gap,Unknown,Customer Operations,Customer Support
TKT-011062,7,4,1,Netherlands,High,2024-03-02,36.0,24,True,Resolved,Missing Data,61,Medium,True,,Missing Data,Unknown,Finance,Production Support
TKT-011063,3,1,4,Netherlands,Low,2025-05-03,61.0,120,False,Closed,Unknown,33,Low,False,Medium,Unknown,Medium,Supply Chain,Order Management
TKT-011064,4,6,1,Netherlands,Medium,2024-04-03,87.3,72,True,Closed,External Dependency,47,Medium,True,Low,External Dependency,Low,Manufacturing,System Access
TKT-011065,4,8,5,France,Critical,2024-06-26,6.7,8,False,In Progress,Missing Data,58,Medium,False,Low,Missing Data,Low,Manufacturing,Customer Support
TKT-011066,8,7,1,Australia,High,2025-04-16,20.5,24,False,Closed,Integration Failure,37,Low,False,Low,Integration Failure,Low,Commercial Operations,Invoice Processing
TKT-011067,6,2,4,France,Critical,2024-11-26,14.1,8,True,Closed,Training Gap,81,High,False,Low,Training Gap,Low,IT Operations,Quality Review
TKT-011068,8,1,8,Australia,Medium,2025-07-19,22.0,72,False,In Progress,Training Gap,48,Medium,False,,Training Gap,Unknown,Commercial Operations,Order Management
TKT-011069,3,5,6,Australia,Medium,2025-06-14,104.3,72,True,Resolved,Training Gap,59,Medium,False,Medium,Training Gap,Medium,Supply Chain,Submission Management
TKT-011070,7,4,3,Netherlands,Medium,2025-04-05,40.4,72,False,Open,External Dependency,32,Low,False,High,External Dependency,High,Finance,Production Support
TKT-011071,2,5,8,Canada,High,2025-07-22,37.3,24,True,In Progress,Training Gap,77,High,True,Medium,Training Gap,Medium,Quality Assurance,Submission Management
TKT-011072,2,7,2,US,Low,2025-11-12,51.5,120,False,Open,External Dependency,15,Low,False,High,External Dependency,High,Quality Assurance,Invoice Processing
TKT-011073,3,6,2,Canada,Medium,2025-06-18,8.5,72,False,Resolved,Missing Data,37,Low,False,Medium,Missing Data,Medium,Supply Chain,System Access
TKT-011074,8,2,5,Netherlands,Critical,2025-07-29,4.7,8,False,Resolved,Missing Data,50,Medium,False,Low,Missing Data,Low,Commercial Operations,Quality Review
TKT-011075,4,5,5,Singapore,High,2025-02-27,57.7,24,True,Open,Human Error,77,High,False,,Human Error,Unknown,Manufacturing,Submission Management
TKT-011076,6,8,8,Canada,Medium,2025-11-06,16.4,72,False,Closed,Integration Failure,30,Low,False,Medium,Integration Failure,Medium,IT Operations,Customer Support
TKT-011077,8,5,2,UK,Medium,2024-04-05,53.6,72,False,In Progress,Unknown,23,Low,False,Medium,Unknown,Medium,Commercial Operations,Submission Management
TKT-011078,1,2,7,US,High,2024-02-09,44.4,24,True,Resolved,Unknown,58,Medium,True,Low,Unknown,Low,Customer Operations,Quality Review
TKT-011079,4,3,7,Canada,High,2024-01-20,154.9,24,True,Closed,Process Gap,78,High,True,High,Process Gap,High,Manufacturing,Inventory Planning
TKT-011080,8,5,6,Canada,Medium,2025-06-05,45.6,72,False,In Progress,Process Gap,23,Low,False,High,Process Gap,High,Commercial Operations,Submission Management
TKT-011081,3,3,2,France,Low,2024-08-11,72.7,120,False,Resolved,Unknown,11,Low,False,,Unknown,Unknown,Supply Chain,Inventory Planning
TKT-011082,8,7,7,Netherlands,Medium,2024-12-02,67.4,72,False,Open,,23,Low,False,,Unknown,Unknown,Commercial Operations,Invoice Processing
TKT-011083,2,5,2,France,Medium,2025-07-13,65.3,72,False,Resolved,Missing Data,25,Low,False,Low,Missing Data,Low,Quality Assurance,Submission Management
TKT-011084,8,2,3,Australia,Medium,2024-07-04,17.1,72,False,Resolved,Unknown,36,Low,False,Medium,Unknown,Medium,Commercial Operations,Quality Review
TKT-011085,8,5,6,Germany,Medium,2024-04-01,84.9,72,True,Resolved,External Dependency,43,Medium,False,Medium,External Dependency,Medium,Commercial Operations,Submission Management
TKT-011086,7,3,3,Singapore,Medium,2024-04-07,84.9,72,True,Resolved,Process Gap,66,Medium,False,Severe,Process Gap,Severe,Finance,Inventory Planning
TKT-011087,8,2,4,Singapore,Low,2024-06-12,17.5,120,False,Closed,Human Error,14,Low,False,,Human Error,Unknown,Commercial Operations,Quality Review
TKT-011088,1,6,4,Germany,Medium,2025-02-24,21.6,72,False,Resolved,,28,Low,False,Medium,Unknown,Medium,Customer Operations,System Access
TKT-011089,4,8,6,France,Medium,2024-08-21,33.6,72,False,In Progress,Process Gap,39,Low,False,Low,Process Gap,Low,Manufacturing,Customer Support
TKT-011090,1,6,5,Singapore,Medium,2024-05-14,10.8,72,False,Open,Training Gap,38,Low,False,,Training Gap,Unknown,Customer Operations,System Access
TKT-011091,4,2,2,Netherlands,Low,2024-06-13,86.3,120,False,Resolved,External Dependency,14,Low,False,High,External Dependency,High,Manufacturing,Quality Review
TKT-011092,6,6,6,Netherlands,Medium,2024-10-04,39.5,72,False,Closed,Training Gap,19,Low,False,High,Training Gap,High,IT Operations,System Access
TKT-011093,8,8,7,UK,Critical,2025-01-08,36.5,8,True,Resolved,Training Gap,69,Medium,True,,Training Gap,Unknown,Commercial Operations,Customer Support
TKT-011094,3,6,8,Australia,Medium,2025-06-01,218.0,72,True,Open,Integration Failure,48,Medium,False,Medium,Integration Failure,Medium,Supply Chain,System Access
TKT-011095,1,1,1,Netherlands,Medium,2024-01-26,37.2,72,False,Closed,Training Gap,20,Low,False,,Training Gap,Unknown,Customer Operations,Order Management
TKT-011096,8,5,5,Singapore,High,2025-09-18,39.3,24,True,Resolved,Training Gap,54,Medium,False,,Training Gap,Unknown,Commercial Operations,Submission Management
TKT-011097,5,1,4,Australia,Medium,2025-05-15,65.7,72,False,Closed,Missing Data,39,Low,False,,Missing Data,Unknown,Regulatory Affairs,Order Management
TKT-011098,8,7,8,Netherlands,Low,2025-07-05,70.5,120,False,Resolved,System Defect,31,Low,False,Medium,System Defect,Medium,Commercial Operations,Invoice Processing
TKT-011099,7,5,5,Australia,Medium,2024-02-09,21.1,72,False,Resolved,Integration Failure,21,Low,False,High,Integration Failure,High,Finance,Submission Management
TKT-011100,6,3,1,France,Low,2025-08-11,58.0,120,False,Resolved,Unknown,33,Low,False,Low,Unknown,Low,IT Operations,Inventory Planning
TKT-011101,7,2,8,Australia,High,2025-07-04,39.7,24,True,Resolved,External Dependency,50,Medium,True,Medium,External Dependency,Medium,Finance,Quality Review
TKT-011102,3,8,1,Canada,Low,2024-01-09,23.6,120,False,Resolved,Training Gap,10,Low,False,,Training Gap,Unknown,Supply Chain,Customer Support
TKT-011103,6,6,2,US,Medium,2024-07-27,22.9,72,False,In Progress,Human Error,48,Medium,False,Medium,Human Error,Medium,IT Operations,System Access
TKT-011104,7,5,5,Singapore,Medium,2024-11-22,20.7,72,False,Closed,Unknown,40,Medium,False,,Unknown,Unknown,Finance,Submission Management
TKT-011105,2,7,3,Singapore,Medium,2024-01-07,21.2,72,False,Resolved,Human Error,42,Medium,False,High,Human Error,High,Quality Assurance,Invoice Processing
TKT-011106,4,5,8,Netherlands,High,2025-05-30,12.8,24,False,Resolved,System Defect,38,Low,False,Low,System Defect,Low,Manufacturing,Submission Management
TKT-011107,8,3,2,Netherlands,Medium,2025-01-08,78.7,72,True,Closed,Training Gap,46,Medium,False,,Training Gap,Unknown,Commercial Operations,Inventory Planning
TKT-011108,4,1,5,France,Medium,2024-05-29,24.7,72,False,Resolved,Missing Data,47,Medium,False,Medium,Missing Data,Medium,Manufacturing,Order Management
TKT-011109,4,8,2,Germany,High,2024-01-21,7.4,24,False,In Progress,Human Error,32,Low,False,Low,Human Error,Low,Manufacturing,Customer Support
TKT-011110,5,6,7,US,Medium,2024-10-30,95.5,72,True,Closed,Training Gap,56,Medium,True,Low,Training Gap,Low,Regulatory Affairs,System Access
TKT-011111,2,8,5,Netherlands,Medium,2024-02-25,58.1,72,False,In Progress,System Defect,44,Medium,False,High,System Defect,High,Quality Assurance,Customer Support
TKT-011112,8,6,3,Canada,High,2025-06-22,36.5,24,True,Resolved,Missing Data,50,Medium,False,Medium,Missing Data,Medium,Commercial Operations,System Access
TKT-011113,2,7,4,Netherlands,Critical,2025-02-14,12.6,8,True,In Progress,External Dependency,78,High,True,Low,External Dependency,Low,Quality Assurance,Invoice Processing
TKT-011114,7,7,6,Germany,Medium,2024-01-04,9.7,72,False,Closed,System Defect,39,Low,False,,System Defect,Unknown,Finance,Invoice Processing
TKT-011115,1,8,2,Australia,Medium,2024-02-13,67.2,72,False,Closed,Process Gap,24,Low,False,High,Process Gap,High,Customer Operations,Customer Support
TKT-011116,8,3,7,Australia,Low,2024-05-19,84.2,120,False,Closed,Training Gap,31,Low,False,,Training Gap,Unknown,Commercial Operations,Inventory Planning
TKT-011117,2,3,4,Canada,Low,2024-09-15,18.6,120,False,Closed,Integration Failure,37,Low,False,Medium,Integration Failure,Medium,Quality Assurance,Inventory Planning
TKT-011118,5,6,2,UK,Medium,2024-05-13,32.9,72,False,Resolved,Missing Data,42,Medium,False,Severe,Missing Data,Severe,Regulatory Affairs,System Access
TKT-011119,1,3,3,UK,Medium,2025-04-22,36.0,72,False,Resolved,Human Error,23,Low,False,,Human Error,Unknown,Customer Operations,Inventory Planning
TKT-011120,5,2,3,Netherlands,Medium,2025-04-13,54.3,72,False,In Progress,System Defect,44,Medium,False,Medium,System Defect,Medium,Regulatory Affairs,Quality Review
TKT-011121,3,7,7,Canada,Medium,2025-10-23,48.0,72,False,Resolved,External Dependency,42,Medium,False,,External Dependency,Unknown,Supply Chain,Invoice Processing
TKT-011122,3,3,1,Netherlands,High,2024-11-20,6.5,24,False,Open,Missing Data,41,Medium,False,Low,Missing Data,Low,Supply Chain,Inventory Planning
TKT-011123,4,1,3,Germany,Medium,2024-02-20,41.8,72,False,Resolved,Process Gap,41,Medium,False,Low,Process Gap,Low,Manufacturing,Order Management
TKT-011124,3,7,4,France,Medium,2025-02-04,74.4,72,True,Resolved,Process Gap,57,Medium,True,Medium,Process Gap,Medium,Supply Chain,Invoice Processing
TKT-011125,6,7,1,UK,Critical,2025-12-24,6.3,8,False,Open,External Dependency,55,Medium,False,,External Dependency,Unknown,IT Operations,Invoice Processing
TKT-011126,3,8,2,Netherlands,Medium,2025-02-08,69.7,72,False,Closed,Human Error,37,Low,False,Low,Human Error,Low,Supply Chain,Customer Support
TKT-011127,1,3,1,Singapore,Low,2025-01-26,50.2,120,False,Resolved,Missing Data,26,Low,False,,Missing Data,Unknown,Customer Operations,Inventory Planning
TKT-011128,7,3,4,Singapore,Medium,2024-10-04,38.2,72,False,Resolved,Missing Data,20,Low,False,Medium,Missing Data,Medium,Finance,Inventory Planning
TKT-011129,2,4,1,Netherlands,Medium,2025-02-13,43.4,72,False,Resolved,System Defect,24,Low,False,Medium,System Defect,Medium,Quality Assurance,Production Support
TKT-011130,5,2,4,Singapore,Low,2024-03-26,43.2,120,False,Resolved,System Defect,32,Low,False,Medium,System Defect,Medium,Regulatory Affairs,Quality Review
TKT-011131,8,7,4,Germany,Medium,2025-06-25,115.2,72,True,Resolved,Training Gap,49,Medium,True,Low,Training Gap,Low,Commercial Operations,Invoice Processing
TKT-011132,5,8,1,Singapore,High,2025-09-25,6.9,24,False,Open,System Defect,48,Medium,False,Medium,System Defect,Medium,Regulatory Affairs,Customer Support
TKT-011133,2,2,8,France,Medium,2025-04-22,13.3,72,False,Resolved,Training Gap,31,Low,False,Low,Training Gap,Low,Quality Assurance,Quality Review
TKT-011134,1,5,8,UK,Medium,2025-10-18,29.5,72,False,Closed,Training Gap,33,Low,False,Medium,Training Gap,Medium,Customer Operations,Submission Management
TKT-011135,7,6,7,UK,Medium,2024-02-25,8.0,72,False,Closed,System Defect,36,Low,False,Low,System Defect,Low,Finance,System Access
TKT-011136,5,5,1,France,High,2025-02-20,10.4,24,False,Closed,Missing Data,57,Medium,False,Low,Missing Data,Low,Regulatory Affairs,Submission Management
TKT-011137,3,2,4,Canada,High,2024-08-26,7.2,24,False,Resolved,Human Error,46,Medium,False,Low,Human Error,Low,Supply Chain,Quality Review
TKT-011138,5,7,8,France,Low,2024-02-01,74.1,120,False,Resolved,Unknown,15,Low,False,,Unknown,Unknown,Regulatory Affairs,Invoice Processing
TKT-011139,3,5,3,Germany,Medium,2024-08-14,78.5,72,True,Closed,Unknown,55,Medium,True,Low,Unknown,Low,Supply Chain,Submission Management
TKT-011140,6,3,2,Australia,Low,2025-07-11,71.7,120,False,Resolved,Process Gap,22,Low,False,,Process Gap,Unknown,IT Operations,Inventory Planning
TKT-011141,6,6,5,Netherlands,Medium,2024-09-21,10.3,72,False,Resolved,Human Error,31,Low,False,,Human Error,Unknown,IT Operations,System Access
TKT-011142,8,5,8,Germany,Low,2025-12-01,48.1,120,False,Open,Missing Data,32,Low,False,,Missing Data,Unknown,Commercial Operations,Submission Management
TKT-011143,2,6,1,France,High,2024-07-13,50.4,24,True,Resolved,Missing Data,62,Medium,False,Low,Missing Data,Low,Quality Assurance,System Access
TKT-011144,5,3,5,UK,Medium,2025-06-29,87.3,72,True,Open,Training Gap,66,Medium,True,Low,Training Gap,Low,Regulatory Affairs,Inventory Planning
TKT-011145,8,5,8,Singapore,Critical,2024-12-03,29.3,8,True,Resolved,Unknown,77,High,True,,Unknown,Unknown,Commercial Operations,Submission Management
TKT-011146,8,4,3,UK,Medium,2024-08-31,37.5,72,False,Resolved,Missing Data,47,Medium,False,,Missing Data,Unknown,Commercial Operations,Production Support
TKT-011147,6,5,6,Netherlands,Medium,2025-04-13,9.0,72,False,Closed,System Defect,24,Low,False,Low,System Defect,Low,IT Operations,Submission Management
TKT-011148,1,5,7,US,Medium,2025-04-21,33.0,72,False,Resolved,External Dependency,38,Low,False,Low,External Dependency,Low,Customer Operations,Submission Management
TKT-011149,7,1,4,Australia,Low,2024-06-08,51.8,120,False,Resolved,External Dependency,17,Low,False,,External Dependency,Unknown,Finance,Order Management
TKT-011150,7,5,7,Germany,Low,2025-11-25,57.5,120,False,Resolved,Training Gap,30,Low,False,Medium,Training Gap,Medium,Finance,Submission Management
TKT-011151,8,1,8,Canada,Critical,2024-10-02,30.0,8,True,Closed,System Defect,82,High,False,Low,System Defect,Low,Commercial Operations,Order Management
TKT-011152,2,6,3,US,Medium,2024-02-24,17.0,72,False,In Progress,System Defect,24,Low,False,,System Defect,Unknown,Quality Assurance,System Access
TKT-011153,2,6,6,Australia,Medium,2024-07-25,136.1,72,True,Resolved,Human Error,61,Medium,True,,Human Error,Unknown,Quality Assurance,System Access
TKT-011154,7,1,8,Netherlands,Medium,2024-11-30,26.7,72,False,Closed,Human Error,18,Low,False,Medium,Human Error,Medium,Finance,Order Management
TKT-011155,1,7,1,Australia,Low,2025-11-23,8.3,120,False,Resolved,External Dependency,36,Low,False,Low,External Dependency,Low,Customer Operations,Invoice Processing
TKT-011156,7,8,5,Netherlands,High,2025-07-10,26.2,24,True,Open,Missing Data,69,Medium,True,,Missing Data,Unknown,Finance,Customer Support
TKT-011157,3,3,1,Germany,Low,2025-10-08,44.2,120,False,Resolved,Process Gap,13,Low,False,Low,Process Gap,Low,Supply Chain,Inventory Planning
TKT-011158,2,5,3,Canada,High,2025-11-28,29.9,24,True,Resolved,Unknown,78,High,True,Low,Unknown,Low,Quality Assurance,Submission Management
TKT-011159,6,5,7,Canada,Medium,2024-05-30,57.7,72,False,Resolved,Process Gap,28,Low,False,Low,Process Gap,Low,IT Operations,Submission Management
TKT-011160,1,6,5,Canada,Medium,2024-06-27,21.5,72,False,Closed,Integration Failure,21,Low,False,High,Integration Failure,High,Customer Operations,System Access
TKT-011161,3,4,5,Germany,High,2024-03-20,18.5,24,False,Closed,Missing Data,33,Low,False,Low,Missing Data,Low,Supply Chain,Production Support
TKT-011162,7,2,5,Germany,Medium,2025-10-27,7.0,72,False,Closed,Integration Failure,33,Low,False,High,Integration Failure,High,Finance,Quality Review
TKT-011163,4,8,3,France,Low,2024-09-13,25.0,120,False,Closed,Training Gap,8,Low,False,High,Training Gap,High,Manufacturing,Customer Support
TKT-011164,5,6,4,France,Medium,2024-05-12,34.7,72,False,Resolved,Human Error,44,Medium,False,,Human Error,Unknown,Regulatory Affairs,System Access
TKT-011165,3,7,7,UK,Medium,2024-11-02,21.5,72,False,Closed,System Defect,44,Medium,False,Medium,System Defect,Medium,Supply Chain,Invoice Processing
TKT-011166,6,5,1,France,Medium,2025-12-05,18.1,72,False,Closed,Training Gap,48,Medium,False,Low,Training Gap,Low,IT Operations,Submission Management
TKT-011167,7,7,3,France,Critical,2024-06-04,35.6,8,True,Closed,System Defect,90,High,False,Medium,System Defect,Medium,Finance,Invoice Processing
TKT-011168,7,5,4,UK,High,2024-11-28,22.9,24,False,Resolved,Training Gap,47,Medium,False,High,Training Gap,High,Finance,Submission Management
TKT-011169,6,1,6,Netherlands,Medium,2024-02-21,26.6,72,False,Resolved,Process Gap,23,Low,False,Medium,Process Gap,Medium,IT Operations,Order Management
TKT-011170,6,4,8,Germany,High,2024-07-05,26.2,24,True,Closed,Unknown,68,Medium,False,,Unknown,Unknown,IT Operations,Production Support
TKT-011171,3,6,2,US,Low,2025-02-28,94.6,120,False,Closed,Human Error,10,Low,False,Medium,Human Error,Medium,Supply Chain,System Access
TKT-011172,7,1,2,UK,Medium,2024-09-13,26.5,72,False,Closed,System Defect,48,Medium,False,Low,System Defect,Low,Finance,Order Management
TKT-011173,1,3,4,US,Low,2024-08-30,44.5,120,False,Resolved,External Dependency,34,Low,False,,External Dependency,Unknown,Customer Operations,Inventory Planning
TKT-011174,3,2,5,Singapore,Medium,2025-12-31,28.2,72,False,Open,Training Gap,38,Low,False,Medium,Training Gap,Medium,Supply Chain,Quality Review
TKT-011175,1,8,7,Australia,Low,2024-09-14,7.9,120,False,Resolved,Integration Failure,24,Low,False,Low,Integration Failure,Low,Customer Operations,Customer Support
TKT-011176,7,7,7,Germany,Medium,2025-11-16,17.5,72,False,Resolved,Process Gap,23,Low,False,High,Process Gap,High,Finance,Invoice Processing
TKT-011177,5,8,8,Netherlands,Medium,2024-04-16,88.8,72,True,Resolved,System Defect,58,Medium,False,Medium,System Defect,Medium,Regulatory Affairs,Customer Support
TKT-011178,2,8,7,Australia,Low,2025-12-29,4.4,120,False,Closed,Process Gap,21,Low,False,Low,Process Gap,Low,Quality Assurance,Customer Support
TKT-011179,1,7,3,Germany,Medium,2025-03-16,24.6,72,False,Resolved,System Defect,31,Low,False,Low,System Defect,Low,Customer Operations,Invoice Processing
TKT-011180,5,6,4,France,Critical,2024-02-06,19.6,8,True,In Progress,Unknown,70,High,False,Low,Unknown,Low,Regulatory Affairs,System Access
TKT-011181,4,6,8,Canada,Medium,2024-11-16,2.0,72,False,Resolved,Missing Data,35,Low,False,,Missing Data,Unknown,Manufacturing,System Access
TKT-011182,1,7,3,Australia,Low,2024-04-09,41.0,120,False,Closed,Missing Data,22,Low,False,Medium,Missing Data,Medium,Customer Operations,Invoice Processing
TKT-011183,4,6,5,Singapore,Medium,2025-10-03,20.3,72,False,Resolved,External Dependency,30,Low,False,High,External Dependency,High,Manufacturing,System Access
TKT-011184,4,4,3,France,Medium,2025-08-10,25.8,72,False,Closed,Unknown,29,Low,False,Low,Unknown,Low,Manufacturing,Production Support
TKT-011185,3,2,4,Netherlands,Medium,2025-08-31,107.3,72,True,Open,Integration Failure,66,Medium,True,,Integration Failure,Unknown,Supply Chain,Quality Review
TKT-011186,8,3,4,Singapore,Low,2024-11-06,31.6,120,False,Resolved,System Defect,21,Low,False,,System Defect,Unknown,Commercial Operations,Inventory Planning
TKT-011187,6,3,7,Canada,High,2024-10-21,14.7,24,False,In Progress,Integration Failure,39,Low,False,Low,Integration Failure,Low,IT Operations,Inventory Planning
TKT-011188,5,1,8,Canada,Medium,2025-07-22,8.0,72,False,Resolved,Training Gap,29,Low,False,Low,Training Gap,Low,Regulatory Affairs,Order Management
TKT-011189,1,4,3,Australia,High,2025-05-05,25.5,24,True,Open,External Dependency,68,Medium,False,,External Dependency,Unknown,Customer Operations,Production Support
TKT-011190,6,3,3,UK,Medium,2024-10-25,34.2,72,False,Resolved,,39,Low,False,High,Unknown,High,IT Operations,Inventory Planning
TKT-011191,5,6,4,UK,Medium,2025-02-23,125.6,72,True,In Progress,System Defect,59,Medium,False,Low,System Defect,Low,Regulatory Affairs,System Access
TKT-011192,2,3,2,Canada,High,2024-06-11,13.5,24,False,Resolved,Human Error,40,Medium,False,Low,Human Error,Low,Quality Assurance,Inventory Planning
TKT-011193,6,4,8,Australia,High,2024-02-20,48.6,24,True,Resolved,Missing Data,66,Medium,True,Low,Missing Data,Low,IT Operations,Production Support
TKT-011194,5,6,8,US,Medium,2024-01-20,6.8,72,False,In Progress,Human Error,33,Low,False,Medium,Human Error,Medium,Regulatory Affairs,System Access
TKT-011195,8,7,1,Germany,High,2025-08-13,55.8,24,True,Resolved,,71,High,True,Low,Unknown,Low,Commercial Operations,Invoice Processing
TKT-011196,4,4,8,UK,High,2024-09-28,16.6,24,False,Resolved,Human Error,60,Medium,False,Low,Human Error,Low,Manufacturing,Production Support
TKT-011197,8,4,8,US,Low,2025-11-03,29.9,120,False,Closed,Process Gap,34,Low,False,,Process Gap,Unknown,Commercial Operations,Production Support
TKT-011198,3,3,8,Singapore,Medium,2024-02-22,35.4,72,False,Closed,System Defect,40,Medium,False,,System Defect,Unknown,Supply Chain,Inventory Planning
TKT-011199,1,5,1,Australia,Medium,2024-10-09,77.9,72,True,Open,Process Gap,63,Medium,False,High,Process Gap,High,Customer Operations,Submission Management
TKT-011200,7,7,4,Singapore,Low,2025-03-25,44.9,120,False,In Progress,Unknown,26,Low,False,,Unknown,Unknown,Finance,Invoice Processing
TKT-011201,4,1,3,US,High,2025-04-01,20.0,24,False,Resolved,System Defect,31,Low,False,Low,System Defect,Low,Manufacturing,Order Management
TKT-011202,5,1,3,Canada,Medium,2024-07-16,30.7,72,False,Resolved,Unknown,26,Low,False,Low,Unknown,Low,Regulatory Affairs,Order Management
TKT-011203,4,3,2,France,Medium,2024-10-04,54.4,72,False,Resolved,Process Gap,36,Low,False,,Process Gap,Unknown,Manufacturing,Inventory Planning
TKT-011204,6,1,8,France,Medium,2024-04-15,70.8,72,False,Resolved,Unknown,32,Low,False,Low,Unknown,Low,IT Operations,Order Management
TKT-011205,8,5,2,UK,Low,2024-03-21,137.5,120,True,Closed,Process Gap,36,Low,True,High,Process Gap,High,Commercial Operations,Submission Management
TKT-011206,1,1,2,Australia,Low,2025-12-19,57.3,120,False,Resolved,Unknown,24,Low,False,,Unknown,Unknown,Customer Operations,Order Management
TKT-011207,3,4,6,Netherlands,Medium,2024-07-06,65.5,72,False,In Progress,External Dependency,22,Low,False,Low,External Dependency,Low,Supply Chain,Production Support
TKT-011208,3,5,1,Singapore,High,2025-08-31,11.3,24,False,Resolved,Unknown,35,Low,False,,Unknown,Unknown,Supply Chain,Submission Management
TKT-011209,4,5,2,France,Critical,2024-10-26,4.5,8,False,Resolved,Process Gap,65,Medium,False,,Process Gap,Unknown,Manufacturing,Submission Management
TKT-011210,6,8,1,Germany,Medium,2024-09-06,6.5,72,False,Resolved,System Defect,31,Low,False,Medium,System Defect,Medium,IT Operations,Customer Support
TKT-011211,8,3,6,Canada,High,2024-12-25,39.5,24,True,In Progress,Human Error,65,Medium,True,Medium,Human Error,Medium,Commercial Operations,Inventory Planning
TKT-011212,2,2,3,Canada,Medium,2025-07-26,37.9,72,False,Open,Process Gap,38,Low,False,,Process Gap,Unknown,Quality Assurance,Quality Review
TKT-011213,7,7,5,Canada,Medium,2025-08-18,14.4,72,False,Closed,Unknown,22,Low,False,,Unknown,Unknown,Finance,Invoice Processing
TKT-011214,1,5,6,UK,Critical,2024-06-10,16.9,8,True,Closed,External Dependency,81,High,False,,External Dependency,Unknown,Customer Operations,Submission Management
TKT-011215,2,5,5,Netherlands,Low,2025-10-16,225.7,120,True,Closed,External Dependency,55,Medium,True,,External Dependency,Unknown,Quality Assurance,Submission Management
TKT-011216,7,7,5,UK,High,2024-05-10,48.0,24,True,Closed,Process Gap,78,High,True,Low,Process Gap,Low,Finance,Invoice Processing
TKT-011217,3,7,3,France,Medium,2024-02-06,35.6,72,False,Open,System Defect,41,Medium,False,Medium,System Defect,Medium,Supply Chain,Invoice Processing
TKT-011218,3,1,5,Canada,Medium,2025-01-31,126.1,72,True,Closed,Integration Failure,49,Medium,True,,Integration Failure,Unknown,Supply Chain,Order Management
TKT-011219,4,6,2,Canada,Medium,2024-07-23,14.5,72,False,Resolved,External Dependency,30,Low,False,Low,External Dependency,Low,Manufacturing,System Access
TKT-011220,6,4,5,France,Medium,2024-12-24,22.6,72,False,Resolved,Unknown,23,Low,False,Medium,Unknown,Medium,IT Operations,Production Support
TKT-011221,2,2,4,UK,Critical,2024-12-12,52.9,8,True,Resolved,Human Error,67,Medium,False,Low,Human Error,Low,Quality Assurance,Quality Review
TKT-011222,8,1,8,Canada,Medium,2025-10-16,46.9,72,False,Resolved,Missing Data,18,Low,False,Medium,Missing Data,Medium,Commercial Operations,Order Management
TKT-011223,8,4,1,Germany,Medium,2025-06-13,14.2,72,False,Resolved,Process Gap,32,Low,False,Medium,Process Gap,Medium,Commercial Operations,Production Support
TKT-011224,5,7,6,France,Low,2024-03-03,43.5,120,False,Resolved,External Dependency,18,Low,False,High,External Dependency,High,Regulatory Affairs,Invoice Processing
TKT-011225,6,2,5,UK,Medium,2024-02-22,30.0,72,False,Resolved,Unknown,48,Medium,False,High,Unknown,High,IT Operations,Quality Review
TKT-011226,5,4,8,UK,Medium,2024-05-08,79.2,72,True,Resolved,Integration Failure,53,Medium,True,Low,Integration Failure,Low,Regulatory Affairs,Production Support
TKT-011227,6,5,8,UK,Medium,2024-09-29,22.0,72,False,Resolved,Training Gap,19,Low,False,Medium,Training Gap,Medium,IT Operations,Submission Management
TKT-011228,3,4,7,Netherlands,Low,2025-08-07,40.6,120,False,Resolved,Training Gap,20,Low,False,Low,Training Gap,Low,Supply Chain,Production Support
TKT-011229,2,2,2,France,High,2024-08-21,45.2,24,True,In Progress,Process Gap,65,Medium,True,,Process Gap,Unknown,Quality Assurance,Quality Review
TKT-011230,6,1,1,France,Medium,2025-09-18,85.8,72,True,Resolved,Process Gap,44,Medium,False,Low,Process Gap,Low,IT Operations,Order Management
TKT-011231,4,6,7,France,Medium,2025-01-21,22.1,72,False,Resolved,Missing Data,46,Medium,False,Medium,Missing Data,Medium,Manufacturing,System Access
TKT-011232,4,1,2,Canada,Medium,2025-08-26,18.2,72,False,Closed,System Defect,21,Low,False,Low,System Defect,Low,Manufacturing,Order Management
TKT-011233,7,5,6,France,High,2025-02-26,87.4,24,True,Resolved,Missing Data,55,Medium,True,High,Missing Data,High,Finance,Submission Management
TKT-011234,7,2,7,US,Medium,2025-04-11,57.3,72,False,Closed,External Dependency,37,Low,False,,External Dependency,Unknown,Finance,Quality Review
TKT-011235,6,5,4,Canada,High,2025-03-04,20.5,24,False,Closed,Integration Failure,30,Low,False,,Integration Failure,Unknown,IT Operations,Submission Management
TKT-011236,6,7,5,US,Medium,2025-04-22,15.1,72,False,Resolved,System Defect,35,Low,False,,System Defect,Unknown,IT Operations,Invoice Processing
TKT-011237,7,2,4,Singapore,Medium,2024-01-22,27.1,72,False,Closed,External Dependency,33,Low,False,,External Dependency,Unknown,Finance,Quality Review
TKT-011238,1,1,5,US,Low,2024-10-18,25.0,120,False,Resolved,External Dependency,19,Low,False,Medium,External Dependency,Medium,Customer Operations,Order Management
