Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact
TKT-017805,7,2,5,Netherlands,Low,2025-01-05,318.4,120,Yes,Resolved,Integration Failure,29,Low,Yes,High
TKT-017806,5,5,3,France,Medium,2025-01-10,9.4,72,No,Resolved,Training Gap,28,Low,No,Severe
TKT-017807,1,8,5,Netherlands,High,2025-07-26,0.9,24,No,Resolved,Training Gap,59,Medium,No,Low
TKT-017808,1,7,6,Canada,Medium,2024-11-13,31.9,72,No,Open,Unknown,30,Low,No,None
TKT-017809,1,8,5,Australia,High,2024-10-13,21.7,24,No,Resolved,Unknown,40,Medium,No,Low
TKT-017810,2,7,8,Singapore,High,2025-05-22,61.0,24,Yes,Resolved,Training Gap,65,Medium,Yes,High
TKT-017811,1,6,4,France,Low,2024-10-28,3.1,120,No,Closed,Training Gap,8,Low,No,Low
TKT-017812,8,2,5,Germany,High,2025-04-17,26.9,24,Yes,Resolved,Human Error,61,Medium,Yes,Medium
TKT-017813,7,8,6,Australia,Critical,2025-03-26,28.2,8,Yes,Closed,Training Gap,62,Medium,Yes,None
TKT-017814,1,1,4,Australia,High,2024-01-20,40.8,24,Yes,Resolved,External Dependency,54,Medium,Yes,None
TKT-017815,2,4,3,Singapore,Medium,2025-07-28,35.6,72,No,Resolved,Integration Failure,18,Low,No,Medium
TKT-017816,8,8,3,Netherlands,High,2024-08-20,17.5,24,No,In Progress,External Dependency,55,Medium,No,None
TKT-017817,5,2,7,Canada,Medium,2025-04-10,13.0,72,No,In Progress,Human Error,24,Low,No,Medium
TKT-017818,6,4,3,UK,Medium,2025-09-17,79.6,72,Yes,Closed,Unknown,66,Medium,Yes,Low
TKT-017819,1,7,7,Australia,Low,2024-07-12,29.8,120,No,Resolved,Training Gap,21,Low,No,Low
TKT-017820,7,4,7,Germany,High,2025-01-29,24.4,24,Yes,Closed,Process Gap,72,High,Yes,High
TKT-017821,1,3,6,Netherlands,Medium,2025-04-03,70.6,72,No,Resolved,Unknown,37,Low,No,Low
TKT-017822,6,3,1,Australia,High,2025-10-08,76.0,24,Yes,Closed,Integration Failure,53,Medium,No,None
TKT-017823,3,7,3,US,Medium,2025-06-23,9.7,72,No,Closed,External Dependency,39,Low,No,None
TKT-017824,3,2,7,Canada,Medium,2024-12-08,20.2,72,No,Resolved,Unknown,42,Medium,No,Low
TKT-017825,5,7,4,US,High,2024-12-17,47.8,24,Yes,Closed,Unknown,73,High,No,Medium
TKT-017826,4,1,6,Canada,Medium,2025-07-12,38.2,72,No,In Progress,Unknown,41,Medium,No,None
TKT-017827,6,3,5,UK,High,2025-01-21,38.8,24,Yes,Resolved,System Defect,58,Medium,No,Low
TKT-017828,5,6,8,Netherlands,High,2025-06-02,21.0,24,No,Resolved,System Defect,34,Low,No,None
TKT-017829,3,6,8,Canada,Medium,2025-10-02,12.4,72,No,Resolved,External Dependency,44,Medium,No,Medium
TKT-017830,7,5,1,Germany,Medium,2024-10-15,47.8,72,No,In Progress,Process Gap,38,Low,No,Medium
TKT-017831,6,5,2,Australia,High,2024-05-07,1.4,24,No,Resolved,Unknown,50,Medium,No,None
TKT-017832,2,3,1,Australia,High,2025-09-18,22.9,24,No,In Progress,Integration Failure,31,Low,No,Medium
TKT-017833,1,3,5,Singapore,Critical,2024-12-27,13.2,8,Yes,Closed,Unknown,61,Medium,Yes,High
TKT-017834,6,1,6,Singapore,Medium,2025-02-27,43.0,72,No,Resolved,Process Gap,37,Low,No,Low
TKT-017835,8,5,8,Netherlands,Medium,2025-07-26,14.7,72,No,Closed,Training Gap,24,Low,No,None
TKT-017836,1,2,5,US,High,2025-08-11,11.3,24,No,Closed,Unknown,51,Medium,No,Low
TKT-017837,5,8,6,Singapore,Critical,2025-05-01,33.0,8,Yes,In Progress,Training Gap,82,High,Yes,None
TKT-017838,4,2,5,Canada,Medium,2024-06-09,10.2,72,No,Resolved,System Defect,23,Low,No,Severe
TKT-017839,7,6,8,Canada,Medium,2024-04-04,6.7,72,No,In Progress,Process Gap,25,Low,No,None
TKT-017840,2,4,2,Australia,Medium,2024-04-15,71.6,72,No,In Progress,System Defect,34,Low,No,Medium
TKT-017841,6,7,3,Singapore,Low,2025-08-10,50.1,120,No,In Progress,System Defect,28,Low,No,Medium
TKT-017842,6,6,3,Netherlands,Critical,2024-05-01,18.6,8,Yes,Resolved,Integration Failure,82,High,Yes,Medium
TKT-017843,4,7,3,France,Low,2024-11-21,57.0,120,No,Resolved,Human Error,10,Low,No,Medium
TKT-017844,6,1,5,US,Medium,2025-06-17,22.9,72,No,Open,Process Gap,32,Low,No,Medium
TKT-017845,2,5,2,Singapore,Low,2025-04-13,34.3,120,No,Resolved,System Defect,26,Low,No,None
TKT-017846,6,5,5,Australia,High,2024-03-01,68.0,24,Yes,Resolved,Integration Failure,80,High,No,None
TKT-017847,4,5,8,Germany,Medium,2025-07-31,9.7,72,No,Resolved,Training Gap,48,Medium,No,None
TKT-017848,1,1,8,Netherlands,Medium,2025-08-21,16.9,72,No,Open,External Dependency,45,Medium,No,None
TKT-017849,5,4,6,Germany,Medium,2025-01-24,53.1,72,No,In Progress,Integration Failure,34,Low,No,None
TKT-017850,1,3,5,Canada,Low,2024-12-01,25.4,120,No,Open,System Defect,27,Low,No,None
TKT-017851,5,5,4,Australia,Medium,2024-11-03,50.8,72,No,Closed,Process Gap,23,Low,No,Medium
TKT-017852,3,1,6,Singapore,Low,2024-07-18,47.1,120,No,Closed,Process Gap,38,Low,No,Medium
TKT-017853,2,3,4,Singapore,Medium,2025-11-21,127.1,72,Yes,Resolved,Human Error,67,Medium,Yes,None
TKT-017854,3,8,8,Australia,Medium,2025-12-01,32.6,72,No,Resolved,Human Error,36,Low,No,Low
TKT-017855,4,1,4,France,High,2025-03-25,16.7,24,No,Resolved,Unknown,39,Low,No,Low
TKT-017856,2,8,3,UK,Low,2025-04-02,17.7,120,No,Closed,Process Gap,8,Low,No,Low
TKT-017857,5,5,7,Canada,Medium,2024-01-30,32.9,72,No,Resolved,System Defect,37,Low,No,Low
TKT-017858,4,4,7,France,Medium,2025-04-09,21.0,72,No,Closed,Integration Failure,35,Low,No,Low
TKT-017859,6,2,5,UK,Medium,2025-04-13,184.2,72,Yes,Resolved,Process Gap,56,Medium,Yes,None
TKT-017860,1,7,2,Australia,Medium,2025-06-19,152.9,72,Yes,Resolved,Human Error,47,Medium,Yes,Low
TKT-017861,8,1,4,France,Low,2024-05-20,119.2,120,No,In Progress,Missing Data,31,Low,No,Low
TKT-017862,1,7,5,Germany,High,2024-07-25,30.6,24,Yes,Resolved,System Defect,78,High,Yes,None
TKT-017863,8,7,6,Singapore,High,2025-12-31,93.4,24,Yes,Resolved,External Dependency,59,Medium,Yes,High
TKT-017864,2,5,7,Netherlands,High,2024-01-02,0.9,24,No,Closed,Training Gap,37,Low,No,Low
TKT-017865,7,6,8,UK,Medium,2024-09-28,18.4,72,No,Closed,Unknown,48,Medium,No,Low
TKT-017866,3,8,3,Singapore,Critical,2024-04-15,2.2,8,No,Closed,Unknown,50,Medium,No,None
TKT-017867,5,3,1,UK,High,2025-01-22,28.3,24,Yes,Resolved,Missing Data,71,High,No,Medium
TKT-017868,3,4,2,UK,High,2025-10-20,20.3,24,No,Resolved,Missing Data,56,Medium,No,None
TKT-017869,7,3,5,UK,Medium,2024-04-06,8.6,72,No,Resolved,Training Gap,26,Low,No,Medium
TKT-017870,6,4,4,US,Medium,2025-04-06,63.9,72,No,Resolved,,42,Medium,No,High
TKT-017871,2,3,5,Germany,Critical,2025-12-03,34.4,8,Yes,Resolved,Human Error,89,High,No,Low
TKT-017872,7,4,1,Germany,Low,2025-02-06,20.8,120,No,In Progress,Process Gap,27,Low,No,Medium
TKT-017873,1,1,2,UK,Low,2025-12-12,38.7,120,No,Closed,System Defect,24,Low,No,None
TKT-017874,7,7,1,Singapore,High,2024-08-23,29.0,24,Yes,Open,Training Gap,77,High,No,Medium
TKT-017875,1,5,1,Netherlands,Medium,2024-05-17,9.5,72,No,Resolved,Integration Failure,38,Low,No,None
TKT-017876,3,4,1,Australia,Medium,2025-10-11,42.7,72,No,Closed,Human Error,24,Low,No,Low
TKT-017877,3,3,7,Canada,High,2025-08-17,157.0,24,Yes,Open,Missing Data,59,Medium,Yes,High
TKT-017878,6,3,7,France,High,2024-09-05,15.6,24,No,Resolved,External Dependency,53,Medium,No,High
TKT-017879,6,6,1,Canada,Medium,2024-04-29,15.8,72,No,Open,Unknown,22,Low,No,Low
TKT-017880,2,7,2,Canada,Medium,2025-07-06,26.7,72,No,In Progress,Human Error,29,Low,No,None
TKT-017881,5,5,8,Canada,High,2025-08-21,27.5,24,Yes,In Progress,Human Error,58,Medium,No,Low
TKT-017882,3,6,4,France,Medium,2024-09-09,51.4,72,No,Resolved,External Dependency,44,Medium,No,Medium
TKT-017883,1,8,2,Germany,Medium,2025-01-28,18.7,72,No,Resolved,Training Gap,37,Low,No,Low
TKT-017884,3,4,1,Canada,Medium,2025-12-19,68.8,72,No,Open,System Defect,24,Low,No,None
TKT-017885,4,5,7,Germany,High,2025-12-23,32.7,24,Yes,Resolved,Training Gap,54,Medium,Yes,Low
TKT-017886,1,6,6,Singapore,Medium,2025-03-22,12.5,72,No,Closed,External Dependency,24,Low,No,Low
TKT-017887,4,2,7,Australia,High,2024-08-28,10.4,24,No,Resolved,System Defect,58,Medium,No,Medium
TKT-017888,3,4,2,Singapore,Medium,2025-05-08,20.6,72,No,Resolved,Training Gap,33,Low,No,None
TKT-017889,2,4,3,France,Medium,2025-08-16,22.9,72,No,Closed,Human Error,34,Low,No,Medium
TKT-017890,3,6,3,Singapore,Medium,2025-03-07,44.7,72,No,Open,Training Gap,26,Low,No,None
TKT-017891,5,7,7,France,Medium,2025-01-13,14.1,72,No,Resolved,External Dependency,45,Medium,No,Medium
TKT-017892,4,1,4,Singapore,Medium,2024-08-13,47.5,72,No,Resolved,Unknown,31,Low,No,Medium
TKT-017893,8,2,7,Germany,Low,2025-11-03,43.9,120,No,Resolved,Missing Data,10,Low,No,High
TKT-017894,2,1,3,US,Medium,2025-01-01,41.7,72,No,Resolved,Human Error,37,Low,No,Low
TKT-017895,4,4,5,Netherlands,High,2025-04-29,30.4,24,Yes,Open,System Defect,60,Medium,No,None
TKT-017896,5,2,6,Canada,Medium,2025-10-05,18.1,72,No,Resolved,Training Gap,36,Low,No,None
TKT-017897,4,3,6,France,High,2024-08-03,14.1,24,No,Open,System Defect,56,Medium,No,None
TKT-017898,1,7,6,Australia,Low,2024-05-22,156.7,120,Yes,In Progress,Training Gap,38,Low,Yes,Medium
TKT-017899,8,5,6,US,Medium,2025-10-09,124.6,72,Yes,Closed,Missing Data,40,Medium,Yes,Low
TKT-017900,8,1,6,Singapore,Medium,2024-01-30,32.3,72,No,In Progress,Training Gap,43,Medium,No,None
TKT-017901,7,3,2,Australia,Critical,2024-07-31,38.2,8,Yes,Closed,Training Gap,66,Medium,Yes,Low
TKT-017902,3,4,8,Germany,Medium,2024-01-12,51.4,72,No,Resolved,Missing Data,47,Medium,No,Low
TKT-017903,6,1,4,UK,Low,2024-06-17,11.8,120,No,Open,Process Gap,34,Low,No,High
TKT-017904,3,2,2,Germany,Critical,2024-10-01,9.1,8,Yes,In Progress,Human Error,65,Medium,No,None
TKT-017905,4,4,3,US,Medium,2024-04-15,16.5,72,No,Closed,Process Gap,26,Low,No,Low
TKT-017906,6,6,1,Singapore,Low,2025-02-02,29.6,120,No,Closed,Missing Data,8,Low,No,Low
TKT-017907,6,7,3,Netherlands,Medium,2024-10-09,11.1,72,No,Resolved,Process Gap,25,Low,No,Medium
TKT-017908,6,3,2,France,Medium,2025-12-05,56.1,72,No,Closed,Missing Data,48,Medium,No,None
TKT-017909,5,3,4,Netherlands,Medium,2024-12-06,3.6,72,No,Resolved,System Defect,25,Low,No,Low
TKT-017910,2,2,1,UK,Medium,2025-03-27,45.2,72,No,Resolved,Human Error,27,Low,No,Medium
TKT-017911,2,8,3,US,High,2025-09-19,28.3,24,Yes,Closed,External Dependency,80,High,No,Low
TKT-017912,7,7,6,UK,Critical,2025-12-04,9.7,8,Yes,Resolved,Process Gap,90,High,No,High
TKT-017913,2,4,3,Singapore,Medium,2025-09-30,48.8,72,No,Resolved,Process Gap,32,Low,No,Low
TKT-017914,5,2,3,Germany,Low,2025-05-25,5.9,120,No,Resolved,Training Gap,21,Low,No,Medium
TKT-017915,6,1,2,UK,High,2024-07-25,54.7,24,Yes,Resolved,System Defect,54,Medium,No,High
TKT-017916,1,6,2,UK,High,2025-06-12,114.9,24,Yes,Resolved,Unknown,61,Medium,Yes,Low
TKT-017917,2,5,2,Netherlands,Medium,2025-06-16,62.1,72,No,Resolved,Missing Data,45,Medium,No,Medium
TKT-017918,3,3,8,Singapore,Medium,2024-12-23,55.1,72,No,In Progress,Human Error,35,Low,No,Low
TKT-017919,6,7,8,UK,High,2024-02-10,51.9,24,Yes,Resolved,Missing Data,66,Medium,Yes,Low
TKT-017920,7,6,1,US,Low,2024-04-28,148.9,120,Yes,Resolved,Unknown,57,Medium,No,Medium
TKT-017921,6,4,2,Netherlands,Critical,2024-05-28,7.3,8,No,Resolved,Missing Data,62,Medium,No,High
TKT-017922,3,2,5,Germany,Low,2024-06-06,102.9,120,No,Resolved,External Dependency,26,Low,No,Low
TKT-017923,6,3,7,Australia,Medium,2024-03-26,14.6,72,No,Resolved,Integration Failure,39,Low,No,Medium
TKT-017924,7,3,1,France,Medium,2025-10-22,59.7,72,No,In Progress,Training Gap,47,Medium,No,Medium
TKT-017925,8,2,2,Singapore,Medium,2024-03-28,59.3,72,No,Resolved,System Defect,38,Low,No,High
TKT-017926,8,3,4,UK,Medium,2024-03-04,8.3,72,No,Closed,Process Gap,47,Medium,No,Medium
TKT-017927,1,7,7,Netherlands,High,2024-06-30,32.2,24,Yes,Closed,External Dependency,53,Medium,Yes,High
TKT-017928,2,4,1,Netherlands,Critical,2025-03-27,4.0,8,No,Resolved,Training Gap,48,Medium,No,Medium
TKT-017929,6,6,7,Singapore,Medium,2025-07-02,55.0,72,No,In Progress,Unknown,21,Low,No,Low
TKT-017930,7,5,6,US,Low,2024-11-23,39.1,120,No,Resolved,Unknown,18,Low,No,High
TKT-017931,7,2,8,UK,Medium,2025-06-29,35.3,72,No,Open,External Dependency,24,Low,No,Medium
TKT-017932,7,6,1,Germany,Medium,2025-05-21,31.6,72,No,Closed,Missing Data,27,Low,No,Severe
TKT-017933,3,4,5,UK,Medium,2025-12-23,37.4,72,No,Resolved,Unknown,22,Low,No,None
TKT-017934,5,2,5,Canada,High,2024-03-31,13.9,24,No,In Progress,Training Gap,60,Medium,No,None
TKT-017935,1,5,6,France,Low,2025-01-27,68.8,120,No,In Progress,Training Gap,9,Low,No,Low
TKT-017936,6,8,4,Netherlands,Medium,2025-11-26,307.4,72,Yes,Closed,Human Error,62,Medium,No,None
TKT-017937,5,8,8,Canada,Medium,2025-09-04,22.7,72,No,Resolved,Human Error,46,Medium,No,Low
TKT-017938,7,2,6,Canada,Medium,2024-12-27,33.2,72,No,Resolved,Missing Data,48,Medium,No,None
TKT-017939,8,7,5,Singapore,Low,2024-01-13,45.4,120,No,Closed,System Defect,27,Low,No,High
TKT-017940,3,7,8,France,Low,2025-05-27,40.0,120,No,In Progress,Unknown,32,Low,No,None
TKT-017941,4,2,4,UK,Medium,2025-08-21,22.1,72,No,Closed,External Dependency,47,Medium,No,None
TKT-017942,8,6,7,Australia,Medium,2024-01-26,42.9,72,No,Open,Unknown,41,Medium,No,Medium
TKT-017943,5,8,2,US,Medium,2024-09-12,59.1,72,No,Closed,External Dependency,34,Low,No,Medium
TKT-017944,7,6,8,UK,Medium,2024-02-04,71.7,72,No,Resolved,Process Gap,43,Medium,No,Low
TKT-017945,5,1,6,UK,Medium,2025-05-06,121.3,72,Yes,In Progress,Process Gap,48,Medium,Yes,High
TKT-017946,4,6,1,US,High,2025-05-11,5.4,24,No,Closed,,44,Medium,No,High
TKT-017947,7,3,8,Canada,Medium,2024-08-28,64.8,72,No,Resolved,Training Gap,28,Low,No,High
TKT-017948,6,4,5,Netherlands,Medium,2025-08-11,27.7,72,No,In Progress,System Defect,31,Low,No,None
TKT-017949,1,3,1,Germany,Medium,2024-11-08,21.2,72,No,Resolved,External Dependency,35,Low,No,Low
TKT-017950,3,7,3,Germany,High,2025-07-03,39.1,24,Yes,Closed,Missing Data,73,High,Yes,Medium
TKT-017951,8,7,7,Singapore,Medium,2025-04-21,342.2,72,Yes,Resolved,Integration Failure,39,Low,No,Low
TKT-017952,2,5,4,Netherlands,Medium,2025-06-29,24.8,72,No,In Progress,Unknown,44,Medium,No,None
TKT-017953,2,7,5,Germany,Critical,2025-10-29,58.4,8,Yes,In Progress,Process Gap,62,Medium,Yes,High
TKT-017954,3,1,5,France,Medium,2025-02-14,21.1,72,No,Resolved,External Dependency,43,Medium,No,Low
TKT-017955,6,5,6,Netherlands,Low,2024-07-19,122.7,120,Yes,Resolved,External Dependency,54,Medium,No,High
TKT-017956,6,7,1,Netherlands,Medium,2025-04-22,58.0,72,No,Resolved,Human Error,25,Low,No,Severe
TKT-017957,4,1,8,US,Medium,2024-09-30,8.7,72,No,Open,Integration Failure,25,Low,No,Medium
TKT-017958,2,2,1,France,Low,2025-09-17,42.9,120,No,Closed,Missing Data,25,Low,No,Low
TKT-017959,6,2,2,Singapore,Critical,2025-07-26,47.8,8,Yes,In Progress,External Dependency,63,Medium,Yes,Low
TKT-017960,8,6,6,Netherlands,Low,2025-02-26,43.5,120,No,Resolved,Process Gap,28,Low,No,Low
TKT-017961,7,2,8,Singapore,High,2025-06-05,6.8,24,No,Open,External Dependency,49,Medium,No,Medium
TKT-017962,8,2,1,Germany,Critical,2025-02-17,12.2,8,Yes,Resolved,External Dependency,82,High,No,Medium
TKT-017963,7,8,2,Australia,Medium,2024-04-18,39.1,72,No,Resolved,System Defect,23,Low,No,None
TKT-017964,4,4,3,Germany,Medium,2025-05-08,116.8,72,Yes,Resolved,System Defect,66,Medium,Yes,Low
TKT-017965,8,7,5,US,Medium,2025-07-08,68.0,72,No,Resolved,System Defect,44,Medium,No,None
TKT-017966,1,1,4,Germany,Medium,2024-02-18,12.2,72,No,Resolved,Integration Failure,46,Medium,No,High
TKT-017967,6,1,4,Netherlands,Low,2025-01-15,114.8,120,No,Closed,Unknown,29,Low,No,High
TKT-017968,8,5,2,Netherlands,Medium,2024-04-29,17.7,72,No,Resolved,Training Gap,48,Medium,No,Low
TKT-017969,3,6,1,Netherlands,Medium,2024-04-26,18.5,72,No,Closed,External Dependency,47,Medium,No,Medium
TKT-017970,8,2,8,Germany,High,2024-08-06,22.2,24,No,Closed,Integration Failure,51,Medium,No,Medium
TKT-017971,5,4,5,Australia,Critical,2024-10-15,44.0,8,Yes,Resolved,Integration Failure,78,High,No,Low
TKT-017972,7,6,7,US,Medium,2025-05-13,23.8,72,No,Closed,Missing Data,28,Low,No,Medium
TKT-017973,6,5,2,Australia,Critical,2025-09-17,9.7,8,Yes,Resolved,Human Error,67,Medium,Yes,None
TKT-017974,2,8,1,Germany,Medium,2024-07-05,0.6,72,No,Closed,Integration Failure,35,Low,No,None
TKT-017975,2,7,1,France,Medium,2025-12-02,166.9,72,Yes,Resolved,Training Gap,58,Medium,Yes,None
TKT-017976,7,7,5,US,High,2025-01-24,61.8,24,Yes,Open,Integration Failure,60,Medium,Yes,Medium
TKT-017977,1,1,6,Singapore,Medium,2025-12-24,13.1,72,No,In Progress,Unknown,42,Medium,No,Medium
TKT-017978,3,1,7,Singapore,High,2025-04-25,72.3,24,Yes,Resolved,Process Gap,52,Medium,No,None
TKT-017979,5,6,8,UK,Medium,2025-06-29,84.0,72,Yes,Closed,Human Error,57,Medium,No,Medium
TKT-017980,8,1,7,France,Medium,2024-09-10,11.9,72,No,In Progress,System Defect,31,Low,No,Low
TKT-017981,3,3,2,France,Medium,2024-03-15,50.6,72,No,Resolved,Integration Failure,36,Low,No,Medium
TKT-017982,4,7,3,France,High,2024-06-18,33.2,24,Yes,Open,Human Error,71,High,No,High
TKT-017983,7,6,4,Germany,Medium,2024-04-28,21.2,72,No,Closed,Unknown,40,Medium,No,None
TKT-017984,3,7,8,Netherlands,High,2025-11-10,43.8,24,Yes,Resolved,Human Error,70,High,Yes,Medium
TKT-017985,5,5,7,UK,Medium,2025-11-26,68.0,72,No,Closed,Training Gap,23,Low,No,None
TKT-017986,5,5,7,Germany,Medium,2024-08-25,95.2,72,Yes,Resolved,Unknown,41,Medium,No,High
TKT-017987,3,7,2,France,Medium,2024-07-18,19.4,72,No,Closed,External Dependency,31,Low,No,Medium
TKT-017988,1,3,6,Netherlands,Low,2025-08-01,56.1,120,No,In Progress,Integration Failure,28,Low,No,Low
TKT-017989,1,6,6,Germany,Medium,2025-08-20,25.8,72,No,Resolved,Missing Data,47,Medium,No,None
TKT-017990,2,6,6,Australia,Critical,2025-10-30,1.9,8,No,Resolved,Training Gap,62,Medium,No,Low
TKT-017991,5,7,4,France,High,2025-01-30,40.1,24,Yes,Resolved,Process Gap,69,Medium,No,Medium
TKT-017992,4,2,1,Australia,Low,2025-09-21,48.2,120,No,Resolved,Process Gap,11,Low,No,Low
TKT-017993,7,5,5,US,Critical,2024-07-28,6.2,8,No,In Progress,Missing Data,55,Medium,No,Severe
TKT-017994,8,7,7,Canada,Medium,2024-02-21,44.5,72,No,Open,Unknown,41,Medium,No,None
TKT-017995,5,8,2,UK,Medium,2025-08-17,58.7,72,No,Closed,Human Error,44,Medium,No,None
TKT-017996,7,1,5,UK,Medium,2024-09-29,44.1,72,No,Resolved,Training Gap,46,Medium,No,Low
TKT-017997,6,2,8,Australia,Medium,2025-01-01,8.2,72,No,Resolved,Missing Data,40,Medium,No,Low
TKT-017998,1,5,4,Germany,Medium,2025-03-19,13.5,72,No,Open,Integration Failure,42,Medium,No,None
TKT-017999,4,3,5,Australia,Medium,2025-09-10,23.0,72,No,Closed,Unknown,37,Low,No,High
TKT-018000,7,8,7,France,Low,2025-04-19,60.7,120,No,In Progress,Integration Failure,25,Low,No,Medium
TKT-018001,3,1,4,France,Medium,2024-03-16,31.9,72,No,Resolved,Unknown,45,Medium,No,None
TKT-018002,5,7,6,Germany,Medium,2024-03-20,71.8,72,No,Closed,Unknown,41,Medium,No,None
TKT-018003,7,3,4,UK,Medium,2024-09-04,82.4,72,Yes,Resolved,External Dependency,52,Medium,No,None
TKT-018004,6,2,2,Netherlands,Medium,2024-08-30,44.8,72,No,Closed,Training Gap,21,Low,No,Medium
TKT-018005,3,8,8,Australia,Low,2025-03-10,51.8,120,No,Resolved,Human Error,29,Low,No,Low
TKT-018006,4,2,7,Australia,High,2025-10-20,5.9,24,No,Resolved,Training Gap,42,Medium,No,Medium
TKT-018007,8,5,1,Canada,Medium,2025-12-30,289.8,72,Yes,In Progress,Process Gap,45,Medium,Yes,Low
TKT-018008,8,3,5,Australia,Low,2025-10-24,8.9,120,No,Resolved,Integration Failure,21,Low,No,Low
TKT-018009,3,3,7,Germany,Medium,2025-12-02,97.1,72,Yes,In Progress,Unknown,63,Medium,Yes,Medium
TKT-018010,2,5,2,Netherlands,High,2025-11-04,7.2,24,No,In Progress,Training Gap,41,Medium,No,Low
TKT-018011,4,6,5,Netherlands,Medium,2025-05-02,26.8,72,No,Resolved,External Dependency,36,Low,No,Low
TKT-018012,2,5,4,US,Low,2024-03-12,53.9,120,No,Resolved,External Dependency,25,Low,No,High
TKT-018013,1,5,7,Singapore,Low,2025-01-21,69.7,120,No,Resolved,System Defect,30,Low,No,Medium
TKT-018014,4,6,3,Netherlands,Medium,2024-05-07,23.5,72,No,Resolved,Training Gap,19,Low,No,None
TKT-018015,8,3,4,Canada,High,2025-05-02,17.9,24,No,Closed,Training Gap,49,Medium,No,Low
TKT-018016,6,6,1,Germany,Low,2025-01-26,36.5,120,No,Resolved,Training Gap,25,Low,No,High
TKT-018017,3,7,4,Australia,Medium,2025-11-15,48.0,72,No,Closed,Integration Failure,38,Low,No,Low
TKT-018018,4,4,4,UK,Low,2025-05-21,42.0,120,No,Closed,System Defect,9,Low,No,Medium
TKT-018019,3,6,1,Germany,Medium,2024-09-06,36.7,72,No,Closed,External Dependency,33,Low,No,Low
TKT-018020,5,3,8,Germany,Critical,2024-06-15,16.3,8,Yes,Closed,System Defect,74,High,No,Medium
TKT-018021,6,3,2,Canada,Medium,2025-12-05,77.1,72,Yes,Closed,External Dependency,45,Medium,Yes,Medium
TKT-018022,6,7,7,Germany,High,2024-03-09,151.1,24,Yes,Open,Integration Failure,56,Medium,No,None
TKT-018023,2,3,5,France,Medium,2024-07-06,35.0,72,No,In Progress,Integration Failure,40,Medium,No,High
TKT-018024,6,7,6,Singapore,Low,2025-09-29,113.3,120,No,Open,Training Gap,21,Low,No,None
TKT-018025,1,8,4,France,Medium,2025-04-30,6.6,72,No,Resolved,External Dependency,41,Medium,No,Low
TKT-018026,2,2,3,UK,Low,2025-10-11,59.3,120,No,Resolved,External Dependency,19,Low,No,Low
TKT-018027,7,7,4,Netherlands,Medium,2024-11-10,12.2,72,No,Closed,System Defect,40,Medium,No,Medium
TKT-018028,8,1,4,France,Medium,2024-09-02,65.6,72,No,Resolved,Missing Data,36,Low,No,Low
TKT-018029,1,5,5,France,Low,2025-08-27,19.2,120,No,Resolved,Process Gap,36,Low,No,Medium
TKT-018030,7,6,3,Australia,Medium,2024-02-02,56.8,72,No,Resolved,System Defect,18,Low,No,Low
TKT-018031,1,1,3,US,Medium,2024-04-11,51.3,72,No,Closed,External Dependency,20,Low,No,High
TKT-018032,4,7,2,France,Medium,2025-01-04,61.6,72,No,Resolved,System Defect,32,Low,No,None
TKT-018033,1,6,3,Australia,Medium,2024-10-29,68.6,72,No,Resolved,System Defect,19,Low,No,Low
TKT-018034,8,1,8,Germany,High,2024-12-01,55.9,24,Yes,Resolved,,53,Medium,No,Low
TKT-018035,2,2,1,UK,Medium,2024-02-10,27.7,72,No,Closed,Integration Failure,41,Medium,No,Low
TKT-018036,8,4,3,Canada,Low,2024-06-21,277.2,120,Yes,Resolved,Missing Data,36,Low,No,Low
TKT-018037,2,2,3,Germany,Medium,2024-01-19,18.2,72,No,Resolved,External Dependency,46,Medium,No,Low
TKT-018038,2,4,7,UK,Medium,2025-02-10,11.6,72,No,Closed,Unknown,39,Low,No,Low
TKT-018039,5,1,6,Netherlands,Medium,2025-04-26,29.2,72,No,Resolved,Integration Failure,43,Medium,No,Low
TKT-018040,1,8,8,France,Medium,2024-10-26,21.1,72,No,Open,Process Gap,44,Medium,No,Low
TKT-018041,3,7,6,Singapore,Medium,2024-01-29,19.7,72,No,Resolved,Training Gap,32,Low,No,Low
TKT-018042,1,3,4,UK,Low,2024-07-27,38.6,120,No,Resolved,External Dependency,18,Low,No,Low
TKT-018043,2,4,3,Netherlands,Medium,2025-04-11,63.3,72,No,In Progress,Process Gap,45,Medium,No,Low
TKT-018044,5,2,3,France,Critical,2025-12-24,16.9,8,Yes,Resolved,System Defect,74,High,Yes,Low
TKT-018045,2,5,1,US,Low,2024-05-17,176.2,120,Yes,Closed,External Dependency,42,Medium,Yes,None
TKT-018046,1,2,1,France,Medium,2025-12-11,28.5,72,No,Resolved,Process Gap,36,Low,No,Medium
TKT-018047,6,3,3,US,Low,2024-04-20,31.7,120,No,Resolved,System Defect,36,Low,No,Low
TKT-018048,1,7,6,France,High,2025-05-08,47.6,24,Yes,In Progress,Human Error,61,Medium,Yes,None
TKT-018049,6,7,8,Australia,Critical,2024-06-23,20.2,8,Yes,Resolved,Missing Data,64,Medium,No,None
